n,N,bound of B.3,bound of B.4,k
80,1380,4,3,3
80,1381,4,3,3
80,1382,4,3,3
80,1383,4,3,3
80,1384,4,3,3
80,1385,4,3,3
80,1386,4,3,3
80,1387,4,3,3
80,1388,4,3,3
80,1389,4,3,3
80,1390,4,3,3
80,1391,4,3,3
80,1392,4,3,3
80,1393,4,3,3
80,1394,4,3,3
80,1395,4,3,3
80,1396,4,3,3
80,1397,4,3,3
80,1398,4,3,3
80,1399,4,3,3
80,1400,4,3,3
80,1401,4,3,3
80,1402,4,3,3
80,1403,4,3,3
80,1404,4,3,3
80,1405,4,3,3
80,1406,4,3,3
80,1407,4,3,3
80,1408,4,3,3
80,1409,4,3,3
80,1410,4,3,3
80,1411,4,3,3
80,1412,4,3,3
80,1413,4,3,3
80,1414,4,3,3
80,1415,4,3,3
80,1416,4,3,3
80,1417,4,3,3
80,1418,4,3,3
80,1419,4,3,3
80,1420,4,3,3
80,1421,4,3,3
80,1422,4,3,3
80,1423,4,3,3
80,1424,4,3,3
80,1425,4,3,3
80,1426,4,3,3
80,1427,4,3,3
80,1428,4,3,3
80,1429,4,3,3
80,1430,4,3,3
80,1431,4,3,3
80,1432,4,3,3
80,1433,4,3,3
80,1434,4,3,3
80,1435,4,3,3
80,1436,4,3,3
80,1437,4,3,3
80,1438,4,3,3
80,1439,4,3,3
80,1440,4,3,3
80,1441,4,3,3
80,1442,4,3,3
80,1443,4,3,3
80,1444,4,3,3
80,1445,4,3,3
80,1446,4,3,3
80,1447,4,3,3
80,1448,4,3,3
80,1449,4,3,3
80,1450,4,3,3
80,1451,4,3,3
80,1452,4,3,3
80,1453,4,3,3
80,1454,4,3,3
80,1455,4,3,3
80,1456,4,3,3
80,1457,4,3,3
80,1458,4,3,3
80,1459,4,3,3
80,1460,4,3,3
80,1461,4,3,3
80,1462,4,3,3
80,1463,4,3,3
80,1464,4,3,3
80,1465,4,3,3
80,1466,4,3,3
80,1467,4,3,3
80,1468,4,3,3
80,1469,4,3,3
80,1470,4,3,3
80,1471,4,3,3
80,1472,4,3,3
80,1473,4,3,3
80,1474,4,3,3
80,1475,4,3,3
80,1476,4,3,3
80,1477,4,3,3
80,1478,4,3,3
80,1479,4,3,3
80,1480,4,3,3
80,1481,4,3,3
80,1482,4,3,3
80,1483,4,3,3
80,1484,4,3,3
80,1485,4,3,3
80,1486,4,3,3
80,1487,4,3,3
80,1488,4,3,3
80,1489,4,3,3
80,1490,4,3,3
80,1491,4,3,3
80,1492,4,3,3
80,1493,4,3,3
80,1494,4,3,3
80,1495,4,3,3
80,1496,4,3,3
80,1497,4,3,3
80,1498,4,3,3
80,1499,4,3,3
80,1500,4,3,3
80,1501,4,3,3
80,1502,4,3,3
80,1503,4,3,3
80,1504,4,3,3
80,1505,4,3,3
80,1506,4,3,3
80,1507,4,3,3
80,1508,4,3,3
80,1509,4,3,3
80,1510,4,3,3
80,1511,4,3,3
80,1512,4,3,3
80,1513,4,3,3
80,1514,4,3,3
80,1515,4,3,3
80,1516,4,3,3
80,1517,4,3,3
80,1518,4,3,3
80,1519,4,3,3
80,1520,4,3,3
80,1521,4,3,3
80,1522,4,3,3
80,1523,4,3,3
80,1524,4,3,3
80,1525,4,3,3
80,1526,4,3,3
80,1527,4,3,3
80,1528,4,3,3
80,1529,4,3,3
80,1530,4,3,3
80,1531,4,3,3
80,1532,4,3,3
80,1533,4,3,3
80,1534,4,3,3
80,1535,4,3,3
80,1536,4,3,3
80,1537,4,3,3
80,1538,4,3,3
80,1539,4,3,3
80,1540,4,3,3
80,1541,4,3,3
80,1542,4,3,3
80,1543,4,3,3
80,1544,4,3,3
80,1545,4,3,3
80,1546,4,3,3
80,1547,4,3,3
80,1548,4,3,3
80,1549,4,3,3
80,1550,4,3,3
80,1551,4,3,3
80,1552,4,3,3
80,1553,4,3,3
80,1554,4,3,3
80,1555,4,3,3
80,1556,4,3,3
80,1557,4,3,3
80,1558,4,3,3
80,1559,4,3,3
80,1560,4,3,3
80,1561,4,3,3
80,1562,4,3,3
80,1563,4,3,3
80,1564,4,3,3
80,1565,4,3,3
80,1566,4,3,3
80,1567,4,3,3
80,1568,4,3,3
80,1569,4,3,3
80,1570,4,3,3
80,1571,4,3,3
80,1572,4,3,3
80,1573,4,3,3
80,1574,4,3,3
80,1575,4,3,3
80,1576,4,3,3
80,1577,4,3,3
80,1578,4,3,3
80,1579,4,3,3
80,1580,4,3,3
80,1581,4,3,3
80,1582,4,3,3
80,1583,4,3,3
80,1584,4,3,3
80,1585,4,3,3
80,1586,4,3,3
80,1587,4,3,3
80,1588,4,3,3
80,1589,4,3,3
80,1590,4,3,3
80,1591,4,3,3
80,1592,4,3,3
80,1593,4,3,3
80,1594,4,3,3
80,1595,4,3,3
80,1596,4,3,3
80,1597,4,3,3
80,1598,4,3,3
80,1599,4,3,3
80,1600,4,3,3
80,1601,4,3,3
80,1602,4,3,3
80,1603,4,3,3
80,1604,4,3,3
80,1605,4,3,3
80,1606,4,3,3
80,1607,4,3,3
80,1608,4,3,3
80,1609,4,3,3
80,1610,4,3,3
80,1611,4,3,3
80,1612,4,3,3
80,1613,4,3,3
80,1614,4,3,3
80,1615,4,3,3
80,1616,4,3,3
80,1617,4,3,3
80,1618,4,3,3
80,1619,4,3,3
80,1620,4,3,3
80,1621,4,3,3
80,1622,4,3,3
80,1623,4,3,3
80,1624,4,3,3
80,1625,4,3,3
80,1626,4,3,3
80,1627,4,3,3
80,1628,4,3,3
80,1629,4,3,3
80,1630,4,3,3
80,1631,4,3,3
80,1632,4,3,3
80,1633,4,3,3
80,1634,4,3,3
80,1635,4,3,3
80,1636,4,3,3
80,1637,4,3,3
80,1638,4,3,3
80,1639,4,3,3
80,1640,4,3,3
80,1641,4,3,3
80,1642,4,3,3
80,1643,4,3,3
80,1644,4,3,3
80,1645,4,3,3
80,1646,4,3,3
80,1647,4,3,3
80,1648,4,3,3
80,1649,4,3,3
80,1650,4,3,3
80,1651,4,3,3
80,1652,4,3,3
80,1653,4,3,3
80,1654,4,3,3
80,1655,4,3,3
80,1656,4,3,3
80,1657,4,3,3
80,1658,4,3,3
80,1659,4,3,3
80,1660,4,3,3
80,1661,4,3,3
80,1662,4,3,3
80,1663,4,3,3
80,1664,4,3,3
80,1665,4,3,3
80,1666,4,3,3
80,1667,4,3,3
80,1668,4,3,3
80,1669,4,3,3
80,1670,4,3,3
80,1671,4,3,3
80,1672,4,3,3
80,1673,4,3,3
80,1674,4,3,3
80,1675,4,3,3
80,1676,4,3,3
80,1677,4,3,3
80,1678,4,3,3
80,1679,4,3,3
80,1680,4,3,3
80,1681,4,3,3
80,1682,4,3,3
80,1683,4,3,3
80,1684,4,3,3
80,1685,4,3,3
80,1686,4,3,3
80,1687,4,3,3
80,1688,4,3,3
80,1689,4,3,3
80,1690,4,3,3
80,1691,4,3,3
80,1692,4,3,3
80,1693,4,3,3
80,1694,4,3,3
80,1695,4,3,3
80,1696,4,3,3
80,1697,4,3,3
80,1698,4,3,3
80,1699,4,3,3
80,1700,4,3,3
80,1701,4,3,3
80,1702,4,3,3
80,1703,4,3,3
80,1704,4,3,3
80,1705,4,3,3
80,1706,4,3,3
80,1707,4,3,3
80,1708,4,3,3
80,1709,4,3,3
80,1710,4,3,3
80,1711,4,3,3
80,1712,4,3,3
80,1713,4,3,3
80,1714,4,3,3
80,1715,4,3,3
80,1716,4,3,3
80,1717,4,3,3
80,1718,4,3,3
80,1719,4,3,3
80,1720,4,3,3
80,1721,4,3,3
80,1722,4,3,3
80,1723,4,3,3
80,1724,4,3,3
80,1725,4,3,3
80,1726,4,3,3
80,1727,4,3,3
80,1728,4,3,3
80,1729,4,3,3
80,1730,4,3,3
80,1731,4,3,3
80,1732,4,3,3
80,1733,4,3,3
80,1734,4,3,3
80,1735,4,3,3
80,1736,4,3,3
80,1737,4,3,3
80,1738,4,3,3
80,1739,4,3,3
80,1740,4,3,3
80,1741,4,3,3
80,1742,4,3,3
80,1743,4,3,3
80,1744,4,3,3
80,1745,4,3,3
80,1746,4,3,3
80,1747,4,3,3
80,1748,4,3,3
80,1749,4,3,3
80,1750,4,3,3
80,1751,4,3,3
80,1752,4,3,3
80,1753,4,3,3
80,1754,4,3,3
80,1755,4,3,3
80,1756,4,3,3
80,1757,4,3,3
80,1758,4,3,3
80,1759,4,3,3
80,1760,4,3,3
80,1761,4,3,3
80,1762,4,3,3
80,1763,4,3,3
80,1764,4,3,3
80,1765,4,3,3
80,1766,4,3,3
80,1767,4,3,3
80,1768,4,3,3
80,1769,4,3,3
80,1770,4,3,3
80,1771,4,3,3
80,1772,4,3,3
80,1773,4,3,3
80,1774,4,3,3
80,1775,4,3,3
80,1776,4,3,3
80,1777,4,3,3
80,1778,4,3,3
80,1779,4,3,3
80,1780,4,3,3
80,1781,4,3,3
80,1782,4,3,3
80,1783,4,3,3
80,1784,4,3,3
80,1785,4,3,3
80,1786,4,3,3
80,1787,4,3,3
80,1788,4,3,3
80,1789,4,3,3
80,1790,4,3,3
80,1791,4,3,3
80,1792,4,3,3
80,1793,4,3,3
80,1794,4,3,3
80,1795,4,3,3
80,1796,4,3,3
80,1797,4,3,3
80,1798,4,3,3
80,1799,4,3,3
80,1800,4,3,3
80,1801,4,3,3
80,1802,4,3,3
80,1803,4,3,3
80,1804,4,3,3
80,1805,4,3,3
80,1806,4,3,3
80,1807,4,3,3
80,1808,4,3,3
80,1809,4,3,3
80,1810,4,3,3
80,1811,4,3,3
80,1812,4,3,3
80,1813,4,3,3
80,1814,4,3,3
80,1815,4,3,3
80,1816,4,3,3
80,1817,4,3,3
80,1818,4,3,3
80,1819,4,3,3
80,1820,4,3,3
80,1821,4,3,3
80,1822,4,3,3
80,1823,4,3,3
80,1824,4,3,3
80,1825,4,3,3
80,1826,4,3,3
80,1827,4,3,3
80,1828,4,3,3
80,1829,4,3,3
80,1830,4,3,3
80,1831,4,3,3
80,1832,4,3,3
80,1833,4,3,3
80,1834,4,3,3
80,1835,4,3,3
80,1836,4,3,3
80,1837,4,3,3
80,1838,4,3,3
80,1839,4,3,3
80,1840,4,3,3
80,1841,4,3,3
80,1842,4,3,3
80,1843,4,3,3
80,1844,4,3,3
80,1845,4,3,3
80,1846,4,3,3
80,1847,4,3,3
80,1848,4,3,3
80,1849,4,3,3
80,1850,4,3,3
80,1851,4,3,3
80,1852,4,3,3
80,1853,4,3,3
80,1854,4,3,3
80,1855,4,3,3
80,1856,4,3,3
80,1857,4,3,3
80,1858,4,3,3
80,1859,4,3,3
80,1860,4,3,3
80,1861,4,3,3
80,1862,4,3,3
80,1863,4,3,3
80,1864,4,3,3
80,1865,4,3,3
80,1866,4,3,3
80,1867,4,3,3
80,1868,4,3,3
80,1869,4,3,3
80,1870,4,3,3
80,1871,4,3,3
80,1872,4,3,3
80,1873,4,3,3
80,1874,4,3,3
80,1875,4,3,3
80,1876,4,3,3
80,1877,4,3,3
80,1878,4,3,3
80,1879,4,3,3
80,1880,4,3,3
80,1881,4,3,3
80,1882,4,3,3
80,1883,4,3,3
80,1884,4,3,3
80,1885,4,3,3
80,1886,4,3,3
80,1887,4,3,3
80,1888,4,3,3
80,1889,4,3,3
80,1890,4,3,3
80,1891,4,3,3
80,1892,4,3,3
80,1893,4,3,3
80,1894,4,3,3
80,1895,4,3,3
80,1896,4,3,3
80,1897,4,3,3
80,1898,4,3,3
80,1899,4,3,3
80,1900,4,3,3
80,1901,4,3,3
80,1902,4,3,3
80,1903,4,3,3
80,1904,4,3,3
80,1905,4,3,3
80,1906,4,3,3
80,1907,4,3,3
80,1908,4,3,3
80,1909,4,3,3
80,1910,4,3,3
80,1911,4,3,3
80,1912,4,3,3
80,1913,4,3,3
80,1914,4,3,3
80,1915,4,3,3
80,1916,4,3,3
80,1917,4,3,3
80,1918,4,3,3
80,1919,4,3,3
80,1920,4,3,3
80,1921,4,3,3
80,1922,4,3,3
80,1923,4,3,3
80,1924,4,3,3
80,1925,4,3,3
80,1926,4,3,3
80,1927,4,3,3
80,1928,4,3,3
80,1929,4,3,3
80,1930,4,3,3
80,1931,4,3,3
80,1932,4,3,3
80,1933,4,3,3
80,1934,4,3,3
80,1935,4,3,3
80,1936,4,3,3
80,1937,4,3,3
80,1938,4,3,3
80,1939,4,3,3
80,1940,4,3,3
80,1941,4,3,3
80,1942,4,3,3
80,1943,4,3,3
80,1944,4,3,3
80,1945,4,3,3
80,1946,4,3,3
80,1947,4,3,3
80,1948,4,3,3
80,1949,4,3,3
80,1950,4,3,3
80,1951,4,3,3
80,1952,4,3,3
80,1953,4,3,3
80,1954,4,3,3
80,1955,4,3,3
80,1956,4,3,3
80,1957,4,3,3
80,1958,4,3,3
80,1959,4,3,3
80,1960,4,3,3
80,1961,4,3,3
80,1962,4,3,3
80,1963,4,3,3
80,1964,4,3,3
80,1965,4,3,3
80,1966,4,3,3
80,1967,4,3,3
80,1968,4,3,3
80,1969,4,3,3
80,1970,4,3,3
80,1971,4,3,3
80,1972,4,3,3
80,1973,4,3,3
80,1974,4,3,3
80,1975,4,3,3
80,1976,4,3,3
80,1977,4,3,3
80,1978,4,3,3
80,1979,4,3,3
80,1980,4,3,3
80,1981,4,3,3
80,1982,4,3,3
80,1983,4,3,3
80,1984,4,3,3
80,1985,4,3,3
80,1986,4,3,3
80,1987,4,3,3
80,1988,4,3,3
80,1989,4,3,3
80,1990,4,3,3
80,1991,4,3,3
80,1992,4,3,3
80,1993,4,3,3
80,1994,4,3,3
80,1995,4,3,3
80,1996,4,3,3
80,1997,4,3,3
80,1998,4,3,3
80,1999,4,3,3
80,2000,4,3,3
80,2001,4,3,3
80,2002,4,3,3
80,2003,4,3,3
80,2004,4,3,3
80,2005,4,3,3
80,2006,4,3,3
80,2007,4,3,3
80,2008,4,3,3
80,2009,4,3,3
80,2010,4,3,3
80,2011,4,3,3
80,2012,4,3,3
80,2013,4,3,3
80,2014,4,3,3
80,2015,4,3,3
80,2016,4,3,3
80,2017,4,3,3
80,2018,4,3,3
80,2019,4,3,3
80,2020,4,3,3
80,2021,4,3,3
80,2022,4,3,3
80,2023,4,3,3
80,2024,4,3,3
80,2025,4,3,3
80,2026,4,3,3
80,2027,4,3,3
80,2028,4,3,3
80,2029,4,3,3
80,2030,4,3,3
80,2031,4,3,3
80,2032,4,3,3
80,2033,4,3,3
80,2034,4,3,3
80,2035,4,3,3
80,2036,4,3,3
80,2037,4,3,3
80,2038,4,3,3
80,2039,4,3,3
80,2040,4,3,3
80,2041,4,3,3
80,2042,4,3,3
80,2043,4,3,3
80,2044,4,3,3
80,2045,4,3,3
80,2046,4,3,3
80,2047,4,3,3
80,2048,4,3,3
80,2049,4,3,3
80,2050,4,3,3
80,2051,4,3,3
80,2052,4,3,3
80,2053,4,3,3
80,2054,4,3,3
80,2055,4,3,3
80,2056,4,3,3
80,2057,4,3,3
80,2058,4,3,3
80,2059,4,3,3
80,2060,4,3,3
80,2061,4,3,3
80,2062,4,3,3
80,2063,4,3,3
80,2064,4,3,3
80,2065,4,3,3
80,2066,4,3,3
80,2067,4,3,3
80,2068,4,3,3
80,2069,4,3,3
80,2070,4,3,3
80,2071,4,3,3
80,2072,4,3,3
80,2073,4,3,3
80,2074,4,3,3
80,2075,4,3,3
80,2076,4,3,3
80,2077,4,3,3
80,2078,4,3,3
80,2079,4,3,3
80,2080,4,3,3
80,2081,4,3,3
80,2082,4,3,3
80,2083,4,3,3
80,2084,4,3,3
80,2085,4,3,3
80,2086,4,3,3
80,2087,4,3,3
80,2088,4,3,3
80,2089,4,3,3
80,2090,4,3,3
80,2091,4,3,3
80,2092,4,3,3
80,2093,4,3,3
80,2094,4,3,3
80,2095,4,3,3
80,2096,4,3,3
80,2097,4,3,3
80,2098,4,3,3
80,2099,4,3,3
80,2100,4,3,3
80,2101,4,3,3
80,2102,4,3,3
80,2103,4,3,3
80,2104,4,3,3
80,2105,4,3,3
80,2106,4,3,3
80,2107,4,3,3
80,2108,4,3,3
80,2109,4,3,3
80,2110,4,3,3
80,2111,4,3,3
80,2112,4,3,3
80,2113,4,3,3
80,2114,4,3,3
80,2115,4,3,3
80,2116,4,3,3
80,2117,4,3,3
80,2118,4,3,3
80,2119,4,3,3
80,2120,4,3,3
80,2121,4,3,3
80,2122,4,3,3
80,2123,4,3,3
80,2124,4,3,3
80,2125,4,3,3
80,2126,4,3,3
80,2127,4,3,3
80,2128,4,3,3
80,2129,4,3,3
80,2130,4,3,3
80,2131,4,3,3
80,2132,4,3,3
80,2133,4,3,3
80,2134,4,3,3
80,2135,4,3,3
80,2136,4,3,3
80,2137,4,3,3
80,2138,4,3,3
80,2139,4,3,3
80,2140,4,3,3
80,2141,4,3,3
80,2142,4,3,3
80,2143,4,3,3
80,2144,4,3,3
80,2145,4,3,3
80,2146,4,3,3
80,2147,4,3,3
80,2148,4,3,3
80,2149,4,3,3
80,2150,4,3,3
80,2151,4,3,3
80,2152,4,3,3
80,2153,4,3,3
80,2154,4,3,3
80,2155,4,3,3
80,2156,4,3,3
80,2157,4,3,3
80,2158,4,3,3
80,2159,4,3,3
80,2160,4,3,3
80,2161,4,3,3
80,2162,4,3,3
80,2163,4,3,3
80,2164,4,3,3
80,2165,4,3,3
80,2166,4,3,3
80,2167,4,3,3
80,2168,4,3,3
80,2169,4,3,3
80,2170,4,3,3
80,2171,4,3,3
80,2172,4,3,3
80,2173,4,3,3
80,2174,4,3,3
80,2175,4,3,3
80,2176,4,3,3
80,2177,4,3,3
80,2178,4,3,3
80,2179,4,3,3
80,2180,4,3,3
80,2181,4,3,3
80,2182,4,3,3
80,2183,4,3,3
80,2184,4,3,3
80,2185,4,3,3
80,2186,4,3,3
80,2187,4,3,3
80,2188,4,3,3
80,2189,4,3,3
80,2190,4,3,3
80,2191,4,3,3
80,2192,4,3,3
80,2193,4,3,3
80,2194,4,3,3
80,2195,4,3,3
80,2196,4,3,3
80,2197,4,3,3
80,2198,4,3,3
80,2199,4,3,3
80,2200,4,3,3
80,2201,4,3,3
80,2202,4,3,3
80,2203,4,3,3
80,2204,4,3,3
80,2205,4,3,3
80,2206,4,3,3
80,2207,4,3,3
80,2208,4,3,3
80,2209,4,3,3
80,2210,4,3,3
80,2211,4,3,3
80,2212,4,3,3
80,2213,4,3,3
80,2214,4,3,3
80,2215,4,3,3
80,2216,4,3,3
80,2217,4,3,3
80,2218,4,3,3
80,2219,4,3,3
80,2220,4,3,3
80,2221,4,3,3
80,2222,4,3,3
80,2223,4,3,3
80,2224,4,3,3
80,2225,4,3,3
80,2226,4,3,3
80,2227,4,3,3
80,2228,4,3,3
80,2229,4,3,3
80,2230,4,3,3
80,2231,4,3,3
80,2232,4,3,3
80,2233,4,3,3
80,2234,4,3,3
80,2235,4,3,3
80,2236,4,3,3
80,2237,4,3,3
80,2238,4,3,3
80,2239,4,3,3
80,2240,4,3,3
80,2241,4,3,3
80,2242,4,3,3
80,2243,4,3,3
80,2244,4,3,3
80,2245,4,3,3
80,2246,4,3,3
80,2247,4,3,3
80,2248,4,3,3
80,2249,4,3,3
80,2250,4,3,3
80,2251,4,3,3
80,2252,4,3,3
80,2253,4,3,3
80,2254,4,3,3
80,2255,4,3,3
80,2256,4,3,3
80,2257,4,3,3
80,2258,4,3,3
80,2259,4,3,3
80,2260,4,3,3
80,2261,4,3,3
80,2262,4,3,3
80,2263,4,3,3
80,2264,4,3,3
80,2265,4,3,3
80,2266,4,3,3
80,2267,4,3,3
80,2268,4,3,3
80,2269,4,3,3
80,2270,4,3,3
80,2271,4,3,3
80,2272,4,3,3
80,2273,4,3,3
80,2274,4,3,3
80,2275,4,3,3
80,2276,4,3,3
80,2277,4,3,3
80,2278,4,3,3
80,2279,4,3,3
80,2280,4,3,3
80,2281,4,3,3
80,2282,4,3,3
80,2283,4,3,3
80,2284,4,3,3
80,2285,4,3,3
80,2286,4,3,3
80,2287,4,3,3
80,2288,4,3,3
80,2289,4,3,3
80,2290,4,3,3
80,2291,4,3,3
80,2292,4,3,3
80,2293,4,3,3
80,2294,4,3,3
80,2295,4,3,3
80,2296,4,3,3
80,2297,4,3,3
80,2298,4,3,3
80,2299,4,3,3
80,2300,4,3,3
80,2301,4,3,3
80,2302,4,3,3
80,2303,4,3,3
80,2304,4,3,3
80,2305,4,3,3
80,2306,4,3,3
80,2307,4,3,3
80,2308,4,3,3
80,2309,4,3,3
80,2310,4,3,3
80,2311,4,3,3
80,2312,4,3,3
80,2313,4,3,3
80,2314,4,3,3
80,2315,4,3,3
80,2316,4,3,3
80,2317,4,3,3
80,2318,4,3,3
80,2319,4,3,3
80,2320,4,3,3
80,2321,4,3,3
80,2322,4,3,3
80,2323,4,3,3
80,2324,4,3,3
80,2325,4,3,3
80,2326,4,3,3
80,2327,4,3,3
80,2328,4,3,3
80,2329,4,3,3
80,2330,4,3,3
80,2331,4,3,3
80,2332,4,3,3
80,2333,4,3,3
80,2334,4,3,3
80,2335,4,3,3
80,2336,4,3,3
80,2337,4,3,3
80,2338,4,3,3
80,2339,4,3,3
80,2340,4,3,3
80,2341,4,3,3
80,2342,4,3,3
80,2343,4,3,3
80,2344,4,3,3
80,2345,4,3,3
80,2346,4,3,3
80,2347,4,3,3
80,2348,4,3,3
80,2349,4,3,3
80,2350,4,3,3
80,2351,4,3,3
80,2352,4,3,3
80,2353,4,3,3
80,2354,4,3,3
80,2355,4,3,3
80,2356,4,3,3
80,2357,4,3,3
80,2358,4,3,3
80,2359,4,3,3
80,2360,4,3,3
80,2361,4,3,3
80,2362,4,3,3
80,2363,4,3,3
80,2364,4,3,3
80,2365,4,3,3
80,2366,4,3,3
80,2367,4,3,3
80,2368,4,3,3
80,2369,4,3,3
80,2370,4,3,3
80,2371,4,3,3
80,2372,4,3,3
80,2373,4,3,3
80,2374,4,3,3
80,2375,4,3,3
80,2376,4,3,3
80,2377,4,3,3
80,2378,4,3,3
80,2379,4,3,3
80,2380,4,3,3
80,2381,4,3,3
80,2382,4,3,3
80,2383,4,3,3
80,2384,4,3,3
80,2385,4,3,3
80,2386,4,3,3
80,2387,4,3,3
80,2388,4,3,3
80,2389,4,3,3
80,2390,4,3,3
80,2391,4,3,3
80,2392,4,3,3
80,2393,4,3,3
80,2394,4,3,3
80,2395,4,3,3
80,2396,4,3,3
80,2397,4,3,3
80,2398,4,3,3
80,2399,4,3,3
80,2400,4,3,3
80,2401,4,3,3
80,2402,4,3,3
80,2403,4,3,3
80,2404,4,3,3
80,2405,4,3,3
80,2406,4,3,3
80,2407,4,3,3
80,2408,4,3,3
80,2409,4,3,3
80,2410,4,3,3
80,2411,4,3,3
80,2412,4,3,3
80,2413,4,3,3
80,2414,4,3,3
80,2415,4,3,3
80,2416,4,3,3
80,2417,4,3,3
80,2418,4,3,3
80,2419,4,3,3
80,2420,4,3,3
80,2421,4,3,3
80,2422,4,3,3
80,2423,4,3,3
80,2424,4,3,3
80,2425,4,3,3
80,2426,4,3,3
80,2427,4,3,3
80,2428,4,3,3
80,2429,4,3,3
80,2430,4,3,3
80,2431,4,3,3
80,2432,4,3,3
80,2433,4,3,3
80,2434,4,3,3
80,2435,4,3,3
80,2436,4,3,3
80,2437,4,3,3
80,2438,4,3,3
80,2439,4,3,3
80,2440,4,3,3
80,2441,4,3,3
80,2442,4,3,3
80,2443,4,3,3
80,2444,4,3,3
80,2445,4,3,3
80,2446,4,3,3
80,2447,4,3,3
80,2448,4,3,3
80,2449,4,3,3
80,2450,4,3,3
80,2451,4,3,3
80,2452,4,3,3
80,2453,4,3,3
80,2454,4,3,3
80,2455,4,3,3
80,2456,4,3,3
80,2457,4,3,3
80,2458,4,3,3
80,2459,4,3,3
80,2460,4,3,3
80,2461,4,3,3
80,2462,4,3,3
80,2463,4,3,3
80,2464,4,3,3
80,2465,4,3,3
80,2466,4,3,3
80,2467,4,3,3
80,2468,4,3,3
80,2469,4,3,3
80,2470,4,3,3
80,2471,4,3,3
80,2472,4,3,3
80,2473,4,3,3
80,2474,4,3,3
80,2475,4,3,3
80,2476,4,3,3
80,2477,4,3,3
80,2478,4,3,3
80,2479,4,3,3
80,2480,4,3,3
80,2481,4,3,3
80,2482,4,3,3
80,2483,4,3,3
80,2484,4,3,3
80,2485,4,3,3
80,2486,4,3,3
80,2487,4,3,3
80,2488,4,3,3
80,2489,4,3,3
80,2490,4,3,3
80,2491,4,3,3
80,2492,4,3,3
80,2493,4,3,3
80,2494,4,3,3
80,2495,4,3,3
80,2496,4,3,3
80,2497,4,3,3
80,2498,4,3,3
80,2499,4,3,3
80,2500,4,3,3
80,2501,4,3,3
80,2502,4,3,3
80,2503,4,3,3
80,2504,4,3,3
80,2505,4,3,3
80,2506,4,3,3
80,2507,4,3,3
80,2508,4,3,3
80,2509,4,3,3
80,2510,4,3,3
80,2511,4,3,3
80,2512,4,3,3
80,2513,4,3,3
80,2514,4,3,3
80,2515,4,3,3
80,2516,4,3,3
80,2517,4,3,3
80,2518,4,3,3
80,2519,4,3,3
80,2520,4,3,3
80,2521,4,3,3
80,2522,4,3,3
80,2523,4,3,3
80,2524,4,3,3
80,2525,4,3,3
80,2526,4,3,3
80,2527,4,3,3
80,2528,4,3,3
80,2529,4,3,3
80,2530,4,3,3
80,2531,4,3,3
80,2532,4,3,3
80,2533,4,3,3
80,2534,4,3,3
80,2535,4,3,3
80,2536,4,3,3
80,2537,4,3,3
80,2538,4,3,3
80,2539,4,3,3
80,2540,4,3,3
80,2541,4,3,3
80,2542,4,3,3
80,2543,4,3,3
80,2544,4,3,3
80,2545,4,3,3
80,2546,4,3,3
80,2547,4,3,3
80,2548,4,3,3
80,2549,4,3,3
80,2550,4,3,3
80,2551,4,3,3
80,2552,4,3,3
80,2553,4,3,3
80,2554,4,3,3
80,2555,4,3,3
80,2556,4,3,3
80,2557,4,3,3
80,2558,4,3,3
80,2559,4,3,3
80,2560,4,3,3
80,2561,4,3,3
80,2562,4,3,3
80,2563,4,3,3
80,2564,4,3,3
80,2565,4,3,3
80,2566,4,3,3
80,2567,4,3,3
80,2568,4,3,3
80,2569,4,3,3
80,2570,4,3,3
80,2571,4,3,3
80,2572,4,3,3
80,2573,4,3,3
80,2574,4,3,3
80,2575,4,3,3
80,2576,4,3,3
80,2577,4,3,3
80,2578,4,3,3
80,2579,4,3,3
80,2580,4,3,3
80,2581,4,3,3
80,2582,4,3,3
80,2583,4,3,3
80,2584,4,3,3
80,2585,4,3,3
80,2586,4,3,3
80,2587,4,3,3
80,2588,4,3,3
80,2589,4,3,3
80,2590,4,3,3
80,2591,4,3,3
80,2592,4,3,3
80,2593,4,3,3
80,2594,4,3,3
80,2595,4,3,3
80,2596,4,3,3
80,2597,4,3,3
80,2598,4,3,3
80,2599,4,3,3
80,2600,4,3,3
80,2601,4,3,3
80,2602,4,3,3
80,2603,4,3,3
80,2604,4,3,3
80,2605,4,3,3
80,2606,4,3,3
80,2607,4,3,3
80,2608,4,3,3
80,2609,4,3,3
80,2610,4,3,3
80,2611,4,3,3
80,2612,4,3,3
80,2613,4,3,3
80,2614,4,3,3
80,2615,4,3,3
80,2616,4,3,3
80,2617,4,3,3
80,2618,4,3,3
80,2619,4,3,3
80,2620,4,3,3
80,2621,4,3,3
80,2622,4,3,3
80,2623,4,3,3
80,2624,4,3,3
80,2625,4,3,3
80,2626,4,3,3
80,2627,4,3,3
80,2628,4,3,3
80,2629,4,3,3
80,2630,4,3,3
80,2631,4,3,3
80,2632,4,3,3
80,2633,4,3,3
80,2634,4,3,3
80,2635,4,3,3
80,2636,4,3,3
80,2637,4,3,3
80,2638,4,3,3
80,2639,4,3,3
80,2640,4,3,3
80,2641,4,3,3
80,2642,4,3,3
80,2643,4,3,3
80,2644,4,3,3
80,2645,4,3,3
80,2646,4,3,3
80,2647,4,3,3
80,2648,4,3,3
80,2649,4,3,3
